,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984
30,10220.67,7221.77,7746.56,10184.18,9411.31,7578.5,8238.74,10571.94,8453.79,8672.28,8788.69,7639.7,7482.08,8461.37,9534.23,8603.98,7761.73,10366.62,8517.69,7132.71,9865.94,9007.7,9248.89,10535.76,10551.83,10739.44,11270.07,13160.2,7958.28,5857.98,3552.95,11457.01,10192.28,10007.27,12241.94,10787.12,7626.5,7860.13,7370.09,7981.33,7660.74,11233.06,10964.01,10300.87,10690.31,8553.48,8852.2,8399.06,9616.52,11057.72,10579.47,8908.61,10355.44,12785.0,11606.1,9432.39,8662.8,10660.47,9064.51,9460.67,7734.61,8965.36,10186.77,9215.05,8398.31,8940.63,9345.81,8253.77,6705.0,9034.04,9623.35,8434.92,6360.82,8605.65,10154.3,9052.01,8434.23,8978.88,10173.61,9742.88,7808.8,11089.62,9191.17,10001.75,11170.84
31,10808.84,7287.46,8323.78,10878.47,10433.92,7301.6,8913.95,11146.68,8978.2,8557.52,9308.09,8163.07,7793.43,9144.16,9928.67,8671.58,8164.32,9978.63,8497.26,7361.8,10568.54,9377.58,9896.05,11002.74,11300.66,11642.58,11958.23,14233.96,8159.6,5980.1,5778.31,11188.73,10100.92,11010.35,12804.88,11218.66,7982.93,8048.86,7846.18,8262.31,7937.25,10988.07,11121.0,10650.48,10788.03,8691.5,8900.79,9033.32,10545.86,11891.05,10949.15,9265.27,10883.77,13021.25,11847.58,9203.69,9298.97,10900.77,9478.26,10108.61,8250.97,9519.79,10334.06,9690.71,8174.4,9385.85,9435.32,8504.6,7206.31,9168.07,10272.12,8567.89,6386.8,8261.27,10371.12,9133.9,9344.87,9716.0,10813.34,10097.9,8147.17,11091.91,10334.35,10087.71,11706.32
32,11143.15,7413.42,9010.01,11222.87,11072.68,7531.84,9126.72,11472.72,9355.18,8390.17,9670.32,8556.86,8106.25,9807.33,10666.54,8575.89,8449.54,10465.94,9131.33,7870.5,11175.22,9763.61,10122.69,11586.02,11800.12,12637.74,13132.63,15123.66,8463.23,5360.34,6674.64,11408.19,10168.33,11558.97,13269.41,9917.05,7920.23,9241.16,8505.4,8610.09,8346.16,11549.37,11256.86,11707.2,9473.34,8773.11,9113.73,9481.25,11264.4,12544.42,11099.84,9149.88,11463.24,13935.08,11749.46,9125.37,9854.89,10763.04,9488.56,10327.59,8475.48,10077.54,10817.31,10323.38,8177.76,9820.27,10050.21,8834.6,7952.59,9677.22,10419.8,9018.98,5997.32,8463.47,10905.03,9298.8,9658.11,10144.34,11401.57,9515.41,9435.89,11742.21,10757.95,10167.97,11687.96
33,11093.26,7474.01,9862.1,11693.42,11045.86,6999.24,9555.13,11834.64,10113.29,8753.45,9965.07,8594.35,8419.7,10680.27,11329.37,8434.21,9148.31,11339.7,9468.16,8303.05,11753.91,9945.11,10314.23,12301.15,11855.12,12763.15,13723.16,13813.57,7574.67,4920.27,6033.99,10591.14,10568.88,12186.95,14296.49,8762.72,9140.43,9648.29,8907.88,8581.03,9303.01,11765.11,11862.72,12521.13,9566.76,9321.39,9687.28,10062.02,12083.02,12820.76,11191.66,9754.52,12055.57,13540.95,11909.37,8847.94,10570.31,11057.63,9600.47,10744.93,8501.39,10404.38,11310.57,10862.58,8404.95,10105.07,10605.19,9231.86,8431.46,9767.09,10739.54,9686.92,6420.34,9171.09,10834.09,9364.37,9658.55,10071.55,12063.25,9958.6,10569.39,12094.79,10987.63,10598.49,11952.25
34,10968.13,7809.1,10718.31,11939.64,11590.34,6888.64,10532.51,12093.7,10420.3,9429.27,10167.18,8687.16,8734.6,11379.92,11923.3,8051.9,9718.59,11326.38,9302.96,9084.69,11488.71,10579.32,11230.43,13018.31,12340.06,13383.19,14986.65,10412.95,7318.01,5299.62,6285.38,11169.09,11190.5,13669.37,15024.27,8294.94,9455.89,9785.05,9442.76,8496.38,9781.91,11536.08,12103.07,13255.97,9840.33,9526.91,9457.11,10538.54,12405.87,12800.18,11884.15,10299.7,12859.68,14789.31,12096.89,8959.19,11205.08,11408.28,10224.05,11544.91,9406.63,10647.03,11694.12,11257.35,9139.9,10081.67,11074.19,9601.43,8724.14,9604.19,11592.26,9281.26,6944.59,9638.01,11068.9,9733.68,9395.45,10313.28,12905.51,10543.54,11330.08,12229.07,11406.96,11569.27,12658.04
35,11021.95,8492.73,11135.14,12551.45,11797.68,7569.51,11091.81,12558.18,10442.32,9788.23,10110.52,8994.87,8664.66,11723.2,11765.83,8111.72,9854.24,11317.22,8778.67,9739.41,11793.21,11277.11,12177.38,13563.04,12955.22,14028.25,15367.69,11153.78,7125.01,4571.78,6385.35,11708.12,11586.22,13986.05,15088.34,8483.0,9480.24,9863.32,9370.16,8258.32,10161.15,12019.16,12698.33,13803.95,10457.43,9692.83,9717.33,11163.34,12707.27,13543.09,12704.06,10767.88,13783.48,15250.24,12594.14,9263.37,11727.74,12086.97,10780.67,11957.37,10128.19,11183.05,11791.41,11508.22,9481.93,10678.13,11494.86,9381.22,9641.25,10585.04,12141.24,8907.98,6781.26,9796.16,11772.55,10000.84,9855.33,11052.6,13017.06,10945.45,11761.48,12488.08,11599.64,12469.38,13153.48
36,11863.67,8921.41,11649.39,13254.46,11725.35,8193.19,11402.53,12555.75,10981.53,10080.08,10302.93,9659.79,9107.21,11809.26,11771.55,8926.55,10088.38,11488.39,9472.42,10015.9,12242.54,11941.69,12969.71,14047.59,13146.59,14354.93,16773.63,11592.23,7636.75,4792.72,6941.64,12660.55,11862.93,15028.8,15828.12,9007.37,9607.32,10086.01,9678.86,8723.71,11070.16,12693.04,13357.47,14623.76,10790.11,9845.68,10117.96,11692.79,13961.67,14287.36,13054.74,11332.34,14304.54,15094.0,12580.32,9724.44,12463.96,12132.02,11610.16,11761.16,10793.58,11793.89,12358.26,11970.12,10122.26,10910.21,11258.68,9565.0,10285.23,11296.76,12490.09,9305.94,7639.24,10989.18,11937.03,9892.46,10513.98,11656.92,13240.65,10643.28,12458.6,12912.57,12382.6,12789.53,14265.38
37,12120.04,9001.51,12496.99,13486.12,11680.98,8217.49,11400.67,12434.84,11511.08,10322.19,10262.42,10124.56,9314.17,11978.22,11443.4,9564.24,10477.18,10866.73,9749.07,10583.75,13123.08,12345.96,13428.63,14416.94,13752.83,14522.78,17200.92,12666.56,8566.43,5076.63,6419.68,13949.31,11834.41,16239.84,16647.88,9128.54,9851.12,10351.26,9400.11,8789.33,12085.96,12950.51,14154.0,14999.73,11550.27,9685.64,10062.4,12282.11,14861.2,14382.81,13240.35,11930.36,15131.99,15529.09,12356.2,10082.9,12591.84,11974.24,12417.92,12279.53,11258.68,12261.2,12770.22,12206.46,10798.33,10723.53,11520.04,9539.67,11011.62,11826.73,12354.97,9358.16,8781.54,11747.66,11937.4,10082.68,10689.05,12468.74,13115.72,10723.53,13017.66,12528.9,13402.24,13821.27,15492.44
38,11965.0,9301.68,13186.46,13479.31,10841.82,8897.76,11893.15,13085.23,11711.2,10960.26,10398.49,10265.13,9893.89,12277.68,12157.04,9726.97,11154.71,11996.55,9841.58,11334.82,13689.58,12457.05,13418.36,13771.19,14316.77,15659.91,17847.88,13487.31,9064.02,5423.49,6729.69,13556.78,11407.03,16926.94,16976.1,8852.75,10166.8,10624.44,9801.83,8647.22,12868.95,13666.42,14488.08,14880.72,11405.8,10164.51,10505.03,12742.8,14982.83,14780.75,13657.62,12533.06,15353.72,16955.09,12848.96,10621.29,13241.22,12131.73,13137.21,12611.16,11535.0,12809.47,13102.91,12014.04,11378.37,10841.07,11583.44,10025.52,11619.45,12432.16,12474.11,10087.0,9519.74,12132.62,12219.81,10398.84,11233.72,11642.79,13957.78,10711.25,13818.71,12874.07,13625.79,14980.09,16470.38
39,11797.66,9867.59,13351.4,13623.17,11228.7,9725.99,12772.45,13102.84,11998.53,11645.22,10723.06,10349.27,10992.6,12483.06,12325.56,9993.13,11886.69,12247.2,10233.31,12385.31,13554.98,12519.38,13624.63,13730.68,15024.67,17008.14,18082.66,14694.24,8506.65,4394.55,7801.76,14123.76,12619.94,17288.81,16299.59,8827.16,9180.36,11067.81,9834.44,8627.67,13653.46,13773.0,15203.73,16193.19,11310.71,11304.81,10838.16,13470.49,15564.13,15100.04,13325.08,13389.19,16235.99,17499.3,13483.85,11007.08,13791.5,12616.61,13816.94,12521.11,12411.11,13319.76,13600.04,12710.57,11898.94,11980.5,12141.6,10031.58,12344.61,12880.72,12555.11,9877.54,9953.66,12557.12,12360.16,11201.59,11801.48,11793.56,14430.23,11598.52,14697.33,13229.35,14056.62,15686.39,16616.27
40,11897.1,9984.58,13011.33,13588.25,11168.5,10599.51,13542.74,13223.19,12602.33,11969.79,10761.95,10752.74,11067.06,13107.96,12259.22,10682.18,13078.56,11815.27,10901.19,13226.81,13257.94,12830.09,14421.69,14181.13,15903.47,17889.21,18701.07,14138.71,7992.52,4155.51,10451.52,13000.88,13970.69,16699.15,15915.51,9254.8,9855.63,9848.73,9963.27,9080.18,14547.77,14370.52,16134.57,16566.99,11442.83,12208.44,11107.07,14295.11,15952.44,15459.32,13749.58,14279.86,16511.86,17285.45,14343.72,11695.85,14328.27,12825.03,14283.5,11891.91,12987.56,13774.4,14129.15,12350.21,12437.81,12582.45,12866.14,9168.33,12493.67,13067.57,12514.74,9892.09,10927.59,12796.95,12657.38,12120.2,11862.39,12688.06,14481.9,11954.44,15646.67,13484.15,14736.44,16053.58,16934.51
41,11559.98,10331.96,13497.55,14104.11,11139.97,10951.74,14124.68,12918.1,13201.15,12309.17,10548.56,11037.68,11534.34,13585.79,12874.75,11061.6,13790.71,11959.06,10362.67,13453.36,13100.59,13434.22,15039.07,15222.44,16467.13,17351.35,19407.34,13023.29,8059.29,3895.86,12620.93,13515.45,14851.86,17764.08,15667.83,9820.06,10363.79,9321.3,10670.16,9902.15,15158.34,15410.06,16781.11,16798.75,12190.14,13067.74,10839.48,14898.07,16056.64,16256.72,13603.91,14745.48,17829.69,17528.93,14917.47,12310.91,14528.76,13635.32,14415.24,10794.7,13305.24,14014.21,13769.94,12568.58,12600.64,13248.94,12502.69,9431.42,12578.9,13425.13,12549.52,10227.25,11539.89,13203.32,13062.57,12492.23,12443.73,13863.69,14896.88,11600.93,16213.81,13519.36,15401.21,16853.12,17996.6
42,11352.59,11103.79,14260.38,14070.06,11914.62,11701.52,14669.73,12597.18,13488.43,12663.06,11036.05,10754.01,11831.23,13745.03,12878.22,11518.52,14605.21,12298.51,10683.02,13904.89,13010.88,14426.66,15819.74,16230.44,17194.62,17832.48,21503.99,13078.62,8667.28,4436.67,13998.11,13205.62,15985.37,19176.91,16970.71,12166.94,10953.98,9980.06,11580.81,10632.91,15827.25,16170.6,16781.33,16653.44,13311.21,13096.53,11821.25,14173.86,16728.84,17099.52,14156.82,15701.84,19499.88,18839.12,15558.47,12985.24,15442.62,13619.08,14700.1,11383.77,13428.3,14868.51,14073.39,12859.89,13145.64,13544.43,12255.03,9770.55,12808.21,13644.98,12993.46,9327.12,11879.38,13850.84,13522.25,12773.13,12912.86,14852.96,14880.8,11918.08,16619.02,13683.03,16041.45,16833.7,18855.28
43,11316.6,11821.92,15132.42,15467.16,11346.16,12554.08,15371.96,13254.36,13177.32,13301.23,11680.44,11094.75,12685.88,14204.91,12859.91,11995.23,13966.34,12164.7,10904.25,14792.34,13435.89,15290.77,16394.8,17242.39,18480.66,18769.89,23088.41,13248.01,8733.13,7133.2,13625.33,13022.18,17426.58,19913.55,17503.93,12584.41,11123.66,10539.14,11878.53,10924.08,15388.01,16286.76,17190.71,16668.41,13389.22,13053.51,12611.88,15419.72,17856.41,17540.31,14574.38,16371.85,19730.03,19074.05,15025.1,13810.46,15681.48,14114.52,15563.03,12024.32,14131.87,14972.26,14665.85,12392.4,13682.56,13566.51,12508.28,10385.57,12898.68,14459.87,13065.67,9255.2,11319.6,14060.79,13525.24,14015.39,13861.06,15670.46,15290.95,12302.88,16502.21,15253.35,16029.98,17512.18,20377.28
44,11376.93,12689.98,15517.2,16291.2,11566.52,12756.04,15730.8,13692.61,12791.96,13713.86,12137.94,11437.12,13509.49,15151.37,12604.39,12299.35,14550.5,12963.53,11535.93,15542.61,13882.82,15505.8,17139.83,17871.31,19903.79,20459.97,24367.6,13582.97,7731.79,8183.93,13846.73,13044.75,18144.97,20495.16,15352.36,12347.06,12670.18,11340.4,12271.35,11395.99,16075.43,16373.35,18730.29,14520.77,13383.24,13252.28,13140.6,16352.73,18709.86,17632.0,14255.34,17115.39,20980.68,18766.99,14743.21,14512.98,15380.5,14012.45,15766.28,12240.24,14836.93,15560.59,15491.34,12273.58,14201.9,14340.25,12877.26,11346.82,13514.45,14570.59,13620.37,8592.25,11509.47,14698.57,13652.53,14361.22,14367.17,16410.22,14292.11,14107.47,17345.48,15759.95,16012.27,17365.16,20041.5
45,11340.68,13785.5,16074.81,16139.09,10629.31,13257.82,16138.19,14682.94,13214.26,14030.6,12092.75,11779.89,14616.69,15987.62,12286.74,13199.95,15666.68,13339.69,12053.78,16251.44,14039.91,15668.13,18075.52,17829.47,19958.83,21237.13,22118.43,12024.98,7003.32,7356.57,12814.3,13493.92,18983.67,21938.08,13448.06,14093.35,13138.99,11798.21,12130.65,12609.15,16282.35,17140.35,19874.61,14533.9,14085.19,13971.87,13850.54,17425.84,19000.94,17632.54,15053.14,17874.82,20268.02,18873.51,14148.79,15445.33,15697.09,14062.42,16270.58,12172.44,15201.46,16161.22,16173.48,12491.38,14504.74,15025.69,13342.76,11923.97,13546.48,14921.5,14497.22,9090.77,12382.41,14523.65,13636.52,14245.25,14166.94,17252.13,14831.61,15669.14,17748.21,15982.94,16543.94,17638.17,17926.78
46,11719.9,14881.26,16324.28,16819.0,10339.76,14514.61,16405.42,15018.05,14102.73,14217.6,12127.44,12124.25,15483.33,16723.91,11627.03,13911.75,15559.6,13013.05,13071.85,15797.65,14832.57,16923.41,19010.13,18432.04,20783.62,23046.03,16561.62,11480.13,7438.95,7616.89,13468.42,14223.33,21139.77,22917.62,12608.32,14444.09,13240.82,12429.24,11915.44,13172.72,15877.59,17379.55,20888.07,14820.71,14270.15,13537.78,14415.24,17783.56,18854.68,18574.14,15755.51,18943.15,22005.11,19024.82,14178.61,16256.07,16092.6,14857.79,17348.2,13356.09,15443.32,16604.1,16639.27,13457.41,14368.27,15587.52,13767.15,12237.6,13231.98,16008.04,13775.76,9728.88,12928.69,14758.89,14061.71,13746.97,14409.42,18347.48,15578.57,16672.81,17831.92,16480.36,17909.92,18558.58,15981.19
47,12615.9,15365.8,17071.17,17010.31,11231.07,15192.9,16950.02,14944.95,14516.23,14045.79,12461.75,11937.99,15864.6,16409.75,11608.5,14002.89,15460.4,12192.13,13902.93,16126.95,15710.58,18217.64,19690.65,19225.82,21643.49,23497.02,17584.99,11043.92,6338.12,7694.89,14074.63,14664.98,21492.67,22886.57,12766.72,14353.5,13265.15,12263.29,11490.77,13601.22,16451.34,18125.61,21604.18,15620.65,14397.17,13805.82,15179.92,18110.35,19828.8,19708.52,16337.7,20182.02,22569.11,19660.63,14513.28,16901.79,16947.38,15552.88,17842.08,14274.25,16108.08,16642.07,16892.63,13844.1,15111.97,16080.06,13351.22,13420.19,14486.76,16673.03,13110.51,9409.64,13061.73,15616.31,14339.42,14304.28,15342.91,18405.28,16053.69,17190.36,18097.66,16651.12,19159.26,19168.64,16053.63
48,13125.21,15978.35,17934.95,16796.41,12026.22,15526.13,16862.28,15604.24,14824.22,14216.25,13282.39,12451.67,15895.11,16320.8,12658.25,14229.44,15604.13,13053.77,14189.07,16648.74,16534.39,19269.26,20276.65,19385.67,22005.03,25498.58,18122.41,11688.79,6549.18,8318.84,15173.26,14953.1,22947.19,23870.1,13421.42,14414.28,13480.22,12592.65,12038.1,14729.9,17278.97,18954.56,22733.03,15989.14,14500.51,14267.06,15808.82,19782.09,20795.29,20107.4,17056.17,20823.54,22217.42,19495.09,15083.95,17845.69,16910.93,16630.67,17426.73,15104.54,16872.06,17335.37,17448.23,14656.41,15335.54,15653.45,13506.25,14214.34,15365.27,17058.3,13573.06,10494.99,14563.35,15755.56,14077.71,15140.34,16081.63,18617.03,15496.81,18086.57,18596.47,17659.25,19510.47,20664.22,16964.37
49,13124.43,17043.77,18161.31,16625.63,11945.38,15436.0,16618.13,16247.5,15059.61,14068.29,13826.16,12644.06,16038.07,15773.96,13452.75,14673.12,14677.93,13340.74,14885.08,17752.67,16996.87,19823.9,20695.74,20154.36,22124.23,26011.35,19644.07,12962.05,6846.31,7655.47,16671.64,14858.08,24650.37,24969.89,13477.66,14650.78,13752.35,12161.87,12036.17,15995.5,17539.99,19974.5,23171.06,16985.74,14148.49,14088.52,16516.49,20946.49,20818.99,20253.14,17821.63,21906.74,22734.96,19009.42,15494.44,17919.98,16595.33,17672.52,18067.79,15652.95,17429.08,17810.4,17675.55,15516.19,14974.87,15918.81,13369.36,15118.42,15994.7,16785.61,13534.26,11960.87,15485.79,15680.05,14241.96,15281.25,17102.44,18341.89,15498.96,18779.9,17937.17,18998.64,20939.38,22319.19,17840.89
50,13444.37,17890.69,18068.38,15333.83,12812.67,16013.63,17402.39,16426.58,15868.77,14163.72,13928.52,13339.74,16355.69,16659.67,13580.53,15517.47,16110.85,13377.53,15834.37,18429.99,17057.07,19688.62,19664.76,20858.72,23712.19,26853.56,20766.53,13578.36,7227.36,7984.05,16162.66,14265.8,25555.03,25332.11,12955.22,14993.83,14035.13,12610.63,11754.15,16949.81,18419.05,20341.5,22848.31,16656.5,14727.44,14605.97,17050.01,21015.63,21279.69,20751.92,18590.8,22113.56,24694.59,19624.34,16178.05,18733.42,16717.71,18584.79,18433.67,15939.01,18098.98,18174.57,17286.45,16235.04,15040.58,15912.47,13946.81,15857.08,16723.89,16859.57,14468.79,12871.88,15915.24,15975.04,14583.81,15947.96,15885.03,19414.86,15370.51,19817.96,18320.82,19210.05,22552.53,23610.33,18729.13
51,14145.07,18026.78,18178.31,15775.06,13886.37,17107.93,17346.75,16727.97,16741.76,14515.61,13956.01,14728.29,16548.51,16799.28,13852.93,16433.73,16363.37,13820.11,17195.36,18166.03,17052.14,19871.81,19500.59,21769.43,25610.89,27076.03,22474.14,12626.09,5794.01,9212.28,16796.77,15720.28,25968.12,24202.28,12803.01,13431.59,14541.62,12586.27,11641.78,17903.21,18478.01,21241.25,24713.98,16403.27,16255.3,14970.77,17937.96,21727.58,21626.92,20117.48,19730.33,23267.43,25368.19,20452.67,16627.98,19404.59,17289.73,19438.04,18186.69,17049.09,18713.42,18765.29,18172.68,16866.88,16516.54,16583.67,13859.51,16752.52,17241.0,16883.41,14062.77,13370.17,16395.74,16085.21,15603.15,16644.88,16001.22,19972.45,16526.78,20962.61,18718.3,19712.62,23480.8,23709.71,18864.67
52,14204.14,17485.02,18051.6,15591.32,15018.33,18053.13,17428.11,17468.02,17096.3,14482.76,14413.17,14746.13,17295.4,16621.35,14707.7,17978.63,15708.66,14632.47,18261.93,17687.94,17385.35,20912.3,20032.44,22923.3,26801.61,27870.6,21494.01,11749.43,5410.68,12292.38,15425.17,17341.8,24958.58,23511.76,13306.33,14295.59,12874.06,12686.08,12164.75,18997.3,19193.78,22437.49,25146.37,16481.1,17436.92,15247.05,18951.82,22169.47,22030.92,20624.62,20915.35,23552.38,24946.15,21616.66,17530.89,20054.96,17483.47,19990.09,17164.98,17745.38,19248.45,19398.49,17553.35,17522.47,17249.12,17478.9,12581.93,16867.16,17408.44,16746.22,13978.6,14588.14,16635.39,16399.46,16778.45,16628.9,17122.04,19949.24,16925.34,22203.31,18973.88,20561.57,23900.84,24054.79,18750.18
53,14590.33,18052.39,18655.26,15454.58,15411.09,18745.53,16952.19,18198.83,17471.56,14114.32,14711.47,15286.1,17847.13,17365.6,15135.4,18861.14,15820.35,13831.82,18479.92,17398.91,18114.03,21689.69,21393.47,23621.04,25872.43,28793.31,19675.99,11729.92,5009.46,14801.14,15995.67,18378.13,26416.08,23026.86,14004.23,14914.71,12116.59,13519.27,13177.88,19719.26,20495.67,23236.22,25363.62,17440.56,18550.22,14791.44,19670.09,22217.67,23055.76,20280.54,21476.36,25316.87,25184.41,22346.88,18319.76,20235.27,18494.08,20074.66,15480.69,18087.94,19483.63,18816.29,17757.16,17649.32,18067.44,16900.51,12850.29,16896.99,17802.89,16711.25,14347.0,15320.97,17090.89,16852.98,17196.46,17340.01,18616.28,20425.67,16325.05,22899.81,18922.39,21387.03,24960.59,25451.69,20193.57
54,15571.11,18986.83,18533.35,16427.9,16359.0,19387.54,16458.99,18500.18,17866.86,14682.11,14256.07,15600.18,17981.08,17286.19,15667.74,19880.18,16190.53,14177.25,19005.84,17201.98,19361.84,22698.94,22702.93,24550.85,26461.25,31767.29,19629.08,12493.6,5633.16,16377.82,15592.18,19723.68,28383.05,24813.0,17220.6,15648.71,12898.19,14607.06,14066.08,20515.33,21424.05,23141.65,25014.94,18927.41,18486.68,16034.96,18641.35,23049.53,24141.42,20975.43,22746.88,27573.53,26948.81,23174.85,19192.96,21404.93,18385.6,20372.48,16211.65,18167.0,20569.2,19139.5,18063.99,18309.46,18379.79,16482.31,13221.75,17120.76,18015.12,17220.13,12994.08,15691.27,17856.66,17375.9,17489.09,17893.35,19856.1,20312.92,16668.26,23366.88,19051.6,22176.22,24809.68,26557.62,20434.51
55,16472.75,20063.43,20290.58,15556.1,17445.86,20235.1,17241.58,17984.85,18660.42,15456.07,14628.0,16646.08,18507.4,17179.53,16225.55,18926.57,15940.28,14391.63,20123.7,17684.76,20434.12,23411.18,24013.49,26271.92,27722.63,33977.22,19754.5,12478.62,8961.36,15908.67,15339.23,21445.14,29346.38,25472.14,17705.13,15783.14,13549.13,14921.72,14372.76,19878.26,21499.55,23610.66,24909.13,18932.82,18324.37,17015.54,20198.52,24504.1,24658.61,21468.67,23599.84,27794.26,27175.41,22260.17,20284.17,21639.3,18966.58,21467.69,17012.65,19028.78,20617.66,19853.85,17310.88,18956.5,18322.85,16738.04,13963.71,17160.19,19010.01,17237.66,12798.69,14879.22,18058.7,17313.4,19091.24,19105.67,20863.4,20781.28,17105.28,23102.43,21130.24,22066.27,25684.52,28591.14,20382.8
56,17578.53,20493.49,21293.49,15766.29,17629.29,20630.3,17738.58,17372.76,19136.65,15981.63,15001.71,17648.1,19664.35,16759.42,16549.79,19628.49,16909.02,15145.32,21052.21,18195.51,20639.4,24363.14,24788.71,28181.39,30086.58,35732.81,20126.36,10954.51,10215.89,16133.43,15329.7,22275.82,30079.49,22240.46,17272.62,17859.33,14508.16,15355.33,14915.96,20694.8,21536.99,25625.22,21590.06,18821.74,18502.18,17641.16,21342.81,25579.59,24686.17,20881.91,24555.69,29447.6,26633.19,21722.72,21191.6,21132.26,18746.97,21653.47,17213.49,19890.08,21331.54,20880.52,17048.05,19577.57,19278.03,17148.11,15165.8,17896.45,19080.09,17890.2,11795.61,15053.19,18808.56,17410.8,19471.98,19707.19,21764.88,19342.15,19504.38,24178.72,21733.99,21949.48,25351.61,28021.15,21083.95
57,18993.36,21150.49,21022.5,14408.02,18225.5,21088.61,18947.23,17856.6,19478.88,15847.41,15375.57,19016.19,20675.73,16260.51,17672.46,21043.26,17325.96,15748.08,21922.24,18327.07,20775.19,25582.13,24635.32,28155.06,31105.24,32326.84,17710.09,9830.43,9133.64,14900.43,15821.04,23252.67,32069.99,19383.16,19603.31,18415.02,15026.87,15123.34,16423.38,20893.12,22467.19,27094.88,21486.02,19703.12,19403.92,18507.42,22666.48,25886.23,24587.74,21926.9,25531.34,28350.17,26678.88,20732.0,22429.47,21473.57,18732.15,22251.46,17018.29,20294.46,22060.46,21711.81,17253.32,19900.12,20112.22,17685.61,15852.48,17861.19,19464.36,18962.64,12384.75,16116.82,18520.54,17326.87,19229.04,19342.96,22799.21,19983.39,21559.15,24640.26,21947.03,22584.4,25632.0,24975.85,22198.48
58,20403.07,21402.23,21833.54,13932.31,19852.88,21363.88,19310.15,18966.5,19641.68,15819.4,15751.18,20068.51,21555.92,15314.9,18539.72,20817.1,16833.35,16999.94,21227.88,19285.66,22355.31,26795.86,25370.65,29211.8,33626.55,24117.81,16794.17,10338.16,9401.94,15627.61,16639.81,25838.26,33379.41,18069.53,19992.42,18457.81,15764.34,14800.78,17083.18,20309.39,22705.78,28382.89,21786.57,19862.07,18708.47,19178.0,23059.36,25599.09,25797.9,22829.71,26943.49,30672.2,26788.65,20658.11,23486.89,21922.23,19707.36,23629.13,18565.46,20535.32,22573.2,22251.78,18486.98,19622.63,20779.45,18167.84,16188.64,17372.4,20804.36,17949.6,13160.69,16753.81,18755.8,17802.91,18474.72,19583.47,24164.85,20901.51,22841.94,24660.03,22535.69,24352.4,26849.08,22178.38,22048.99
59,20973.59,22304.04,22010.73,15042.83,20686.58,21999.22,19149.83,19436.9,19311.84,16181.94,15440.19,20491.3,21084.62,15215.82,18580.99,20603.51,15707.26,18005.7,21585.57,20352.4,23982.3,27649.34,26366.62,30315.07,34165.74,25485.84,16044.54,8728.43,9446.61,16298.46,17121.57,26219.74,33218.59,18187.43,19773.15,18394.54,15493.27,14221.29,17567.08,20976.09,23604.64,29265.06,22837.3,19941.5,18983.45,20112.02,23412.01,26829.86,27271.43,23556.27,28592.9,31357.9,27578.76,21028.0,24303.42,22993.41,20547.42,24210.67,19739.06,21336.59,22536.8,22507.83,18924.1,20544.33,21353.27,17545.05,17668.67,18938.5,21594.85,17014.75,12646.93,16856.15,19779.31,18092.28,19137.39,20759.16,24164.94,21453.95,23457.5,24931.63,22678.31,25957.05,27615.21,22182.76,22871.31
60,21712.38,23352.34,21662.28,16016.62,21045.78,21812.0,19922.96,19761.81,19448.81,17169.34,16029.68,20458.81,20900.97,16508.17,18798.4,20710.45,16742.08,18302.27,22195.55,21342.97,25282.79,28363.47,26489.31,30715.01,36944.9,26142.24,16855.93,8921.81,10156.77,17536.14,17422.41,27939.95,34520.97,19003.87,19759.31,18591.54,15844.73,14840.84,18947.44,21961.12,24605.61,30698.43,23250.8,19984.66,19518.29,20860.43,25494.31,28042.9,27721.92,24470.71,29388.88,30769.39,27242.21,21731.86,25538.71,22852.81,21885.13,23557.7,20782.71,22262.96,23381.33,23161.24,19934.97,20754.96,20706.28,17669.62,18630.55,20005.93,22019.14,17539.07,14009.5,18714.58,19890.75,17700.49,20165.63,21664.41,24363.74,20627.69,24582.0,25518.55,23952.97,26340.32,29644.14,23336.93,23882.32
61,23062.16,23571.03,21371.47,15826.44,20833.43,21424.81,20674.15,19990.34,19153.15,17797.53,16206.2,20571.75,20134.53,17464.73,19301.85,19403.87,17039.97,19125.56,23577.56,21866.43,25930.22,28843.54,27441.65,30777.57,37566.0,28210.54,18563.8,9232.49,9301.04,19233.36,17277.77,29959.85,35987.53,18974.96,19986.8,18867.48,15243.39,14784.65,20499.32,22226.16,25851.72,31198.41,24572.43,19404.67,19181.09,21710.71,26919.68,27985.8,27824.19,25449.45,30804.17,31383.72,26462.54,22204.13,25530.99,22338.29,23172.02,24331.06,21436.92,22915.06,23930.59,23379.26,21006.91,20178.79,20974.8,17414.79,19733.24,20747.48,21596.57,17417.37,15870.7,19825.78,19732.6,17844.89,20268.91,22945.71,23927.78,20547.18,25428.75,24521.27,25671.55,28173.34,31894.2,24440.76,24997.66
