,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984
204,129077.24,98286.6,110377.36,124869.69,101325.67,105515.99,129066.17,129291.46,153810.16,178708.45,185837.93,235406.18,317831.98,262387.53,184448.69,94696.57,85120.09,126005.98,108306.74,154477.33,187742.06,116683.8,124580.86,118560.45,100724.57,86267.55,100882.13,118477.37,135323.39,180106.36,152166.81,149711.99,154405.19,162710.96,197865.06,218856.45,226998.5,216584.98,292819.51,337678.37,322682.56,269321.75,329401.38,300346.87,277960.11,286974.57,245857.31,263512.74,263959.67,252338.55,199964.15,199131.5,192077.23,154332.66,146576.85,148213.5,158687.98,122384.96,90107.33,116198.67,120705.7,102665.68,112619.65,123475.3,145256.04,126499.63,155331.9,173735.46,174632.85,204880.3,247852.68,218836.17,235780.68,264566.28,238842.09,278750.83,263629.99,261052.91,232416.8,272665.05,299397.19,330368.47,374438.37,363642.46,296720.2
205,123025.45,102614.7,112028.05,115752.88,101780.09,108968.21,135765.42,131096.53,156369.15,180293.65,190821.46,234035.73,320992.09,280352.78,199996.21,95204.41,76096.57,136354.45,106039.77,164385.73,194521.36,115153.37,124587.99,118867.96,95537.59,84699.43,107952.13,118766.74,140955.45,181737.19,159242.48,143639.38,149861.57,167390.05,206953.43,216528.62,225821.29,222947.16,304227.79,341473.27,310379.41,271781.89,325813.71,290104.83,290682.68,293026.52,250352.88,267988.3,267109.34,251830.31,207998.57,191227.66,192193.16,149970.33,153240.04,151883.57,153977.44,119928.14,100445.45,121635.69,118419.53,102243.58,112005.52,129483.1,141373.59,124655.28,159214.37,165434.05,185314.27,217126.54,264440.77,226694.73,244137.39,258463.98,267126.72,277652.2,268749.79,261430.47,241867.56,289345.97,313033.6,352103.23,374763.46,355199.33,290946.63
206,128080.66,101879.75,116674.36,125101.44,100359.92,114204.09,139166.04,129824.07,153526.04,169378.74,195150.84,248050.32,328152.56,292466.47,205311.03,96837.3,76922.99,130377.25,100318.42,168934.25,195550.97,108800.16,125495.8,119270.39,97237.77,81234.51,112862.36,123192.84,141975.03,177449.54,153972.19,146969.44,152681.33,170270.06,205248.14,218726.21,228553.32,229272.72,303481.73,366640.43,315974.51,278917.67,335525.76,287569.78,301123.99,294600.9,250657.29,274114.66,268582.9,242684.73,214051.95,188819.91,189087.97,153563.76,158155.71,156440.38,152476.32,125998.96,106026.17,123186.05,118932.29,103092.16,115206.55,118697.25,147808.45,121811.63,165942.13,166741.46,185005.29,231124.23,276586.07,234596.19,244324.11,266036.32,275828.33,275418.15,275102.09,258283.57,248628.34,289341.91,311655.4,371391.79,386299.64,369779.86,265077.47
207,127417.39,102233.02,121794.95,125290.12,101966.09,122303.17,135511.61,128086.74,153176.96,165977.47,201345.68,265142.4,327749.29,312573.7,187273.69,74972.48,86152.42,133582.72,108865.42,170227.35,185162.33,105623.51,110697.87,121545.45,95334.99,78994.35,117711.84,122153.16,146668.18,190036.92,149477.94,159567.86,153894.71,176606.55,209774.5,219752.42,218928.72,240024.92,315595.69,372656.36,324891.82,281983.39,342595.97,292695.3,310482.38,286506.87,263710.75,279333.08,273343.55,251320.35,218889.94,203867.91,193964.7,149914.22,164545.11,158984.9,150557.34,120496.0,108178.99,125112.1,118089.26,108653.82,118586.49,117895.47,150297.43,129048.84,173479.99,168163.63,187476.08,238033.9,274796.14,233098.4,253608.84,267138.72,282629.85,276719.08,271985.59,250216.73,257200.04,290487.28,301614.61,384620.77,403297.76,375623.48,266839.12
208,124394.6,106818.4,131449.56,118633.69,106240.11,128239.01,130331.54,128886.16,159371.27,168476.86,209703.21,274817.21,334215.48,295506.78,170716.33,67065.12,112036.47,121018.3,118443.1,162265.92,178205.89,107824.38,115815.96,105911.26,94400.02,81036.94,123424.41,125423.74,153345.19,191594.39,148030.29,168639.78,154202.95,184088.25,211679.02,221343.87,221699.46,251193.02,315927.14,362688.14,338964.5,292568.01,349214.32,291445.86,314976.02,266510.48,270270.9,283317.78,278656.37,239316.86,223967.03,209659.46,201357.18,133693.43,163292.16,158322.38,147257.32,117805.41,116028.3,125207.01,118743.31,115216.83,116917.68,124411.61,148443.44,130359.69,181727.15,168316.53,193177.9,239779.36,275848.89,228580.71,264621.5,278000.74,282698.72,283013.56,274530.27,253439.65,266387.18,297903.89,330001.69,384342.96,403471.86,365526.89,285787.15
209,128228.87,108288.49,136209.09,117785.2,98924.37,128223.63,126599.19,132576.73,163521.73,177846.47,213850.82,262871.39,342150.76,267271.67,166713.98,59327.52,132329.04,123659.16,123961.75,170279.43,172865.4,111546.76,118909.3,97918.67,98852.72,86261.51,126688.95,132451.83,157272.81,191518.57,154416.48,176942.94,147231.89,188647.83,209851.1,229092.54,215403.98,254829.63,335889.48,362329.47,346154.0,301126.98,347676.4,303634.06,312149.34,236698.81,271434.79,282902.92,266681.17,238555.34,222318.9,216401.71,191919.42,133905.45,161256.04,159713.02,144897.73,118919.5,119966.03,126911.12,120391.14,116569.73,120323.09,133529.37,150292.81,124070.56,185486.85,165784.57,198601.98,247864.98,288832.3,242867.02,274180.35,287388.2,284253.19,279827.15,277478.73,256822.83,275430.04,302288.47,348192.45,385366.44,401575.44,377669.73,279525.17
210,126017.9,110483.22,141893.99,118854.02,99799.53,130326.41,123583.27,139981.89,169364.95,186696.76,220042.45,266321.04,374181.95,263155.8,173697.92,63536.08,144108.28,118847.68,131483.61,181490.8,184464.43,134951.13,122866.21,102290.05,105073.25,90606.84,130395.7,137024.47,155179.5,187213.36,165330.73,174066.68,157019.41,176610.3,215370.6,237363.46,220092.42,266750.06,362118.02,383709.14,354761.85,310936.67,362940.83,297546.58,312639.65,243703.85,268693.35,294683.71,267533.97,239177.07,227323.33,217082.31,184421.27,135178.36,161081.38,159479.87,147228.58,105986.8,121057.45,130874.31,122514.34,117073.72,122612.07,140742.73,147840.54,124947.24,187374.94,164854.58,203638.82,243972.72,298424.25,242701.34,282430.75,288453.82,287046.3,285749.97,278221.13,256064.93,285777.92,292356.76,368744.84,403163.93,420318.4,381453.28,272655.1
211,123646.69,112832.29,133599.17,115424.24,99761.76,136424.28,125433.57,146054.57,172962.05,195471.97,233202.97,276450.53,397035.2,261381.38,169947.55,96784.48,137984.27,115244.58,141408.4,186253.31,187661.27,136929.55,122135.17,105576.9,105731.72,91205.95,125055.14,136156.92,156854.92,184753.25,163337.58,170317.11,164132.67,188917.85,226596.32,240024.23,222641.71,273702.57,361620.01,383204.32,336905.77,324102.26,362361.47,302552.21,325209.78,251641.33,277409.56,291652.99,273776.4,225963.74,232106.08,213459.76,184471.43,140156.72,159207.08,166095.16,145391.75,102566.4,113150.97,130715.28,120542.5,126236.67,129341.05,146252.9,149604.35,126513.67,183442.05,180603.74,200460.14,250112.2,318256.27,239112.01,296254.51,266377.4,295307.7,289014.55,283696.67,264530.9,287820.3,301927.97,370602.21,375629.2,405023.4,385610.26,267644.45
212,119086.5,113555.07,136957.14,120753.74,103414.81,141193.13,127464.14,145938.37,178284.47,199852.82,247907.5,297394.03,414453.33,262855.62,146156.03,107362.19,137888.5,113504.27,145424.96,189535.22,162422.58,131888.3,136233.44,111179.38,107219.39,93283.44,128824.86,135064.77,168694.21,158702.48,160383.7,169743.86,167778.42,197271.32,234247.12,237945.61,214096.77,281767.9,379598.25,371972.72,324908.79,334205.93,349533.99,294903.25,324025.46,250725.22,286007.43,297961.83,284195.56,219258.9,236519.04,221524.01,186205.18,149597.22,163741.72,164655.41,148871.11,92859.44,112757.21,134481.87,119701.91,127317.94,131912.46,150977.34,137770.29,142389.55,190093.92,183718.93,197260.52,244549.56,309193.3,244296.77,298189.74,255401.96,294989.53,290682.3,288112.87,267267.08,299096.85,308616.59,375595.42,357799.92,403174.87,382014.98,238088.01
213,114041.24,119682.03,145202.46,122132.17,106008.22,145530.95,126853.01,145343.3,185499.64,196781.54,245608.04,304983.04,372309.2,228370.23,128142.11,93729.68,125523.24,115452.11,150353.78,200665.65,140148.93,147742.67,138709.58,113382.19,104112.75,101285.52,128752.91,139532.87,176882.33,156314.4,165825.61,175741.43,173640.26,207177.72,234856.76,234690.35,222191.77,289981.65,362275.69,368986.94,306366.01,349337.29,350730.2,290545.96,328955.96,244150.47,288016.3,304408.66,291867.01,218592.99,237322.49,228118.83,189285.94,153893.7,161258.73,165918.58,155761.9,95643.0,118942.87,130877.48,117647.98,124360.5,128068.58,156572.49,140726.1,155606.31,191901.16,183539.79,200784.08,244904.99,273146.46,254159.35,299621.27,250073.86,296096.63,287820.9,292264.24,266658.04,302402.25,321907.38,382351.38,362993.71,398616.14,362657.61,246250.46
214,105981.0,124032.65,142163.14,117170.42,112883.56,139548.93,131911.98,154758.19,192619.48,200776.77,252701.27,327135.16,275613.6,213456.79,131326.22,93962.75,129614.41,119736.62,165549.81,207493.56,129169.52,148956.76,137346.64,117186.8,100444.34,104032.64,123916.27,139709.62,183833.88,156869.93,165202.06,167384.75,177622.28,208568.81,230128.46,243840.03,228778.6,303029.66,388414.83,366913.04,301441.22,361520.09,353650.21,301397.75,345226.01,262299.45,287716.07,307838.65,295584.58,230781.99,231058.06,232768.84,191748.49,154782.77,154775.93,175222.53,145654.18,99802.83,121946.04,130976.41,119381.39,118171.39,128233.1,164373.15,145584.24,163178.89,190288.26,186476.53,214244.51,254127.79,240147.44,249608.73,294774.09,258108.38,296715.43,296325.21,292860.53,266249.22,310109.93,338748.05,378520.68,403419.19,427527.18,360426.47,259281.02
215,103817.64,122877.85,139246.5,107928.12,118066.1,140478.97,137651.98,164408.19,197117.02,206785.17,260141.4,329988.11,288232.18,200859.32,108207.58,92025.67,133193.3,121579.15,166620.05,205200.69,128438.8,145681.17,135227.65,113554.94,95119.39,105695.23,126686.1,143915.31,188128.69,162772.17,163938.96,167713.28,183971.78,209591.73,238967.53,255375.75,233554.16,318605.63,393792.43,374092.55,302979.45,369906.77,366463.11,310073.36,349819.91,274999.26,295179.34,303833.17,295538.16,233004.89,238820.49,236336.25,182680.92,166441.55,166447.49,179852.58,136309.44,94288.16,121077.08,136521.24,119864.32,121019.14,134458.8,162904.05,147877.27,165963.52,190620.87,185736.27,226157.2,259043.23,237521.88,255992.7,303418.96,270515.72,300060.06,306588.08,296032.22,264095.69,321195.8,343383.16,389069.78,420554.02,440112.94,349025.42,263658.93
216,110973.45,122824.31,138437.95,113386.18,118529.77,142961.25,142752.41,171680.62,200518.12,205868.88,261439.24,354180.63,292620.6,207538.96,107323.29,96351.02,141198.02,122059.79,176054.46,211841.11,132517.95,143864.98,134950.55,114399.5,97708.99,112610.44,131274.02,148641.41,195843.47,164046.48,162309.31,170207.73,188464.97,225823.91,247468.6,257207.29,240006.97,324483.36,383104.96,365900.47,309067.61,384306.49,359839.05,325852.59,336545.27,285567.11,304085.33,311442.72,300486.08,242014.24,238185.59,226383.54,181294.89,173019.33,173546.15,181325.26,138537.97,102533.75,132589.69,135711.59,115821.33,126059.73,138822.68,162708.52,140675.94,172214.06,193257.38,194087.95,227319.76,275544.04,246969.17,264258.96,295836.14,267921.26,321119.61,306090.97,300265.03,269814.93,320712.38,353398.05,388642.65,440181.46,437990.34,349457.79,262157.09
217,115813.53,124625.04,128299.68,113855.41,122364.83,150347.28,144714.26,174498.68,202255.43,211355.81,259882.93,357665.07,312616.14,224986.44,107851.5,86095.53,152750.74,119462.17,187292.52,219444.39,130731.9,143813.66,135250.34,108462.24,95887.03,120462.16,131561.62,154799.09,197595.32,171657.84,155707.12,165170.25,193821.42,236142.23,244791.02,255826.4,247023.12,337090.85,387361.62,351903.51,311834.7,380054.99,347486.73,340694.31,343571.11,290724.05,309189.68,315084.0,299800.72,251643.19,228651.68,226446.84,176101.49,180806.95,177772.95,175891.54,135711.21,114241.97,138739.46,133099.77,115300.99,125333.16,145532.96,158320.79,138590.19,176484.28,183989.4,205922.26,240871.31,293947.88,255791.63,273583.23,288974.61,299603.8,319796.05,311970.79,300642.05,280720.59,340256.26,369416.16,414134.28,440491.8,427734.77,342586.5,253959.06
218,114939.91,129756.93,138625.74,112228.42,128201.05,154079.72,143279.35,171289.14,189972.61,216117.56,275408.81,365606.15,326085.19,230921.59,109653.67,86984.05,146016.61,112975.52,192422.57,220561.2,123473.57,144801.82,135658.2,110343.26,91919.97,125902.32,136430.54,155891.19,192912.83,165961.28,159297.2,168247.89,197093.86,234145.14,247229.2,258873.71,253997.85,336231.21,415859.15,358198.52,319965.15,391315.46,344366.72,352859.91,345346.79,291014.03,316197.4,316747.88,288835.83,258873.01,225690.76,222716.35,180248.64,186530.58,183035.82,174124.72,142532.22,120536.86,140455.64,133633.88,116213.49,128874.79,133371.7,165485.5,135394.39,183907.13,185407.81,205544.14,256363.77,307411.64,264661.05,273752.19,297400.9,309321.2,317165.31,319279.97,296966.81,288502.52,340179.6,367715.75,436744.91,453977.39,445201.04,312059.5,267134.72
219,115294.09,135414.9,138801.8,113985.26,137248.66,150002.06,141331.93,170862.43,186117.93,222944.25,294349.33,365120.32,348464.16,210595.52,84859.17,97369.42,149565.84,122553.98,193844.38,208801.92,119821.85,127675.4,138195.28,108136.97,89340.36,131273.29,135246.79,161016.15,206574.44,161101.71,172931.45,169555.25,204365.21,239256.05,248343.25,247927.26,265875.11,349618.09,422633.84,368258.43,323426.06,399493.52,350418.95,363754.5,335790.73,306102.55,322156.79,322287.18,299030.91,264631.15,243587.79,228385.65,175896.15,193989.62,185943.46,171881.57,136263.01,122933.98,142599.62,132645.11,122436.81,132615.62,132429.29,168231.91,143401.6,192226.38,186953.64,208254.03,263993.24,305387.4,262927.05,284113.55,298594.4,316906.86,318605.22,315600.62,287636.67,298383.79,341454.17,355797.06,452227.23,473878.79,452147.15,314060.22,258339.7
220,120419.32,146111.28,131396.46,118722.99,143866.88,144236.99,142183.52,177733.21,188879.44,232164.36,305054.34,372286.56,329402.65,191937.63,75867.9,126564.41,135462.24,133289.13,184730.24,200914.83,122269.75,133517.03,120376.47,107029.2,91603.54,137605.16,138834.6,168317.91,208246.18,159525.86,182742.86,169865.41,212959.4,241376.33,250095.88,251017.51,278211.62,349952.29,411282.09,384159.86,335508.94,407143.53,348839.52,368948.78,312289.91,313652.51,326692.6,328476.24,284672.77,270676.47,250422.83,237014.59,156801.58,192439.59,185100.78,168063.11,133175.43,131801.25,142656.72,133337.92,129786.09,130711.15,139704.82,166117.77,144823.13,201330.13,187088.48,214552.09,265895.14,306522.23,257787.68,296409.01,310695.22,316943.43,325793.35,318489.83,291284.07,308976.93,350098.6,389202.62,451828.75,474011.87,439908.14,336283.71,251648.94
221,122032.22,151365.48,130424.26,110512.1,143808.83,140075.18,146223.8,182323.83,199341.03,236723.06,291761.45,381088.45,297895.52,187396.55,67074.38,149434.87,138378.03,139454.7,193800.32,194851.1,126441.59,137023.18,111246.92,112027.91,97460.97,141206.95,146580.02,172601.23,208142.75,166391.58,191720.33,162158.36,218171.86,239241.11,258804.04,243844.06,282206.14,372029.58,410827.52,392259.43,345267.34,405284.65,363340.6,365569.11,277295.76,314939.93,326155.5,314289.76,283687.64,268594.9,258390.97,225836.52,156980.29,189967.75,186658.18,165319.0,134388.7,136223.78,144546.81,135146.29,131266.14,134478.61,149898.9,168147.57,137803.31,205461.76,184239.67,220540.82,274826.7,320912.78,273852.32,307074.68,321146.83,318645.41,322068.23,321846.9,295115.02,319400.72,355178.85,410578.74,452959.98,471712.88,454431.28,328844.51,237336.25
222,124461.07,157646.7,131574.97,111451.42,146125.91,136706.96,154359.49,188800.65,209218.65,243543.55,295555.64,416725.06,293271.84,195203.07,71783.99,162687.7,132956.17,147871.44,206506.84,207878.49,152913.78,141522.78,116162.34,119027.36,102323.02,145300.69,151607.08,170277.26,203443.36,178135.47,188585.12,172907.05,204193.82,245481.13,268100.66,249103.85,295372.95,401044.77,435018.22,401965.15,356458.12,423009.4,355974.15,366074.11,285430.95,311696.84,339676.29,315221.27,284347.45,274548.82,259121.26,216943.89,158402.34,189689.15,186318.18,167925.75,119733.17,137414.05,149008.56,137487.75,131790.29,136997.73,157953.08,165365.51,138742.35,207520.01,183171.48,226098.75,270478.07,331534.11,273621.32,316273.81,322299.01,321735.57,328826.31,322645.15,294187.77,331335.65,343440.43,434735.39,473804.18,493654.82,458895.37,320691.84,212375.04
223,127063.09,148398.41,127746.71,111371.46,152920.67,138721.4,161024.66,192772.93,219010.37,258075.38,306761.72,442138.07,291257.9,190947.36,109279.78,155731.17,128887.51,158987.57,211874.46,211436.57,155107.64,140623.22,119844.85,119726.06,102954.41,139314.65,150615.35,172088.49,200749.36,175972.53,184504.22,180709.67,218359.08,258222.57,271060.25,251942.1,303038.0,400460.48,434398.2,381688.24,371493.85,422268.35,361877.84,380720.88,294656.14,321743.25,336124.87,322501.54,268563.93,280233.34,254716.67,216930.9,164164.17,187410.17,193976.54,165779.78,115825.36,128394.1,148777.18,135234.55,142058.68,144475.85,164094.34,167298.97,140447.02,203132.24,200632.42,222535.69,277250.28,353529.37,269531.24,331712.25,297596.84,330953.78,332524.9,328931.17,303855.88,333640.73,354610.49,436851.1,441378.3,475622.61,463807.87,314727.66,215396.55
224,127833.64,152092.97,133611.5,115410.66,158224.48,140934.83,160866.76,198667.14,223877.79,274313.91,329964.97,461496.99,292863.83,164180.13,121173.39,155578.42,126902.94,163459.97,215557.1,182962.6,149351.88,156791.33,126153.63,121363.31,105253.87,143476.74,149375.56,185048.77,172425.22,172774.88,183864.36,184694.02,227951.58,266888.56,268668.14,242228.01,311934.24,420335.33,421619.86,368051.0,383018.33,407256.72,352647.84,379265.79,293514.76,331650.6,343335.96,334699.27,260518.46,285469.91,264254.78,218897.29,175148.09,192673.63,192228.55,169694.45,104822.87,127899.35,153012.62,134250.96,143232.3,147309.33,169352.87,154029.51,158032.91,210464.27,204057.81,218950.04,271051.46,343428.21,275330.63,333839.09,285298.37,330556.91,334386.03,333988.11,306941.96,346647.72,362393.55,442662.34,420360.19,473381.14,459396.98,279907.79,205735.16
225,134685.76,161213.07,135104.3,118266.56,163044.18,140227.68,160181.25,206669.12,220397.97,271737.64,338350.34,414536.63,254409.81,143908.31,105748.34,141586.3,129041.41,168956.49,228163.02,157834.77,167253.07,159582.72,128604.14,117801.79,114234.62,143360.43,154284.22,194002.68,169810.22,178621.21,190341.31,191116.99,239335.69,267532.22,264948.19,251338.61,320993.9,401122.59,418188.35,347001.58,400302.42,408584.55,347355.46,384967.05,285750.99,333917.11,350704.9,343659.17,259648.75,286349.84,272037.81,222446.21,180107.68,189680.86,193635.82,177495.54,107919.0,134865.15,148862.98,131907.45,139863.59,142980.01,175586.72,157294.69,172664.51,212432.32,203824.34,222826.28,271412.1,303359.55,286400.39,335401.9,279309.17,331757.1,331037.75,338737.26,306186.47,350415.72,377926.27,450549.88,426389.74,467958.43,436035.75,289429.76,203521.81
226,139537.51,157805.12,129584.96,125897.31,156303.99,145787.32,170525.78,214563.6,224832.05,279552.46,362889.72,306847.07,237761.85,147441.76,105966.91,146155.26,133790.36,185986.46,235875.31,145430.02,168580.43,157958.13,132870.13,113606.54,117287.63,137940.37,154447.95,201599.38,170392.98,177934.15,181272.5,195470.37,240882.53,262096.42,275230.84,258741.95,335403.43,430029.63,415790.66,341377.25,414205.97,411920.1,360242.98,403935.35,306918.61,333506.71,354597.65,347962.8,274044.16,278704.37,277500.15,225267.93,181079.31,181986.46,204423.6,165929.82,112566.37,138221.47,148925.76,133809.92,132862.65,143125.9,184292.02,162685.0,181031.68,210614.7,207050.64,237728.08,281598.66,266680.1,281229.5,329936.91,288243.62,332410.16,340760.18,339366.05,305661.1,359283.49,397623.06,445963.31,473796.26,501822.77,433266.64,304669.82,217629.39
227,138196.23,154534.18,119334.23,131638.59,157305.63,152098.4,181127.64,219536.3,231519.4,287750.16,366020.38,320857.9,223695.83,121452.3,103739.26,150145.53,135810.28,187146.73,233219.95,144564.53,164827.84,155465.16,128706.15,107540.4,119117.45,140987.01,159064.82,206282.06,176782.65,176558.44,181609.51,202428.19,242004.05,272110.84,288204.69,264095.95,352609.38,435950.34,423878.19,343072.03,423758.98,426776.27,370527.2,409241.07,321706.96,342093.9,349926.38,347835.59,276604.66,287975.42,281670.8,214547.53,194645.43,195632.91,209757.01,155236.76,106304.72,137189.44,155178.87,134310.81,136021.23,150035.25,182604.77,165208.44,184086.6,210950.43,206194.52,250910.67,287011.69,263730.36,288377.36,339572.33,302059.68,336116.6,352502.99,342978.63,303133.33,372063.03,402992.1,458316.7,493846.14,516522.83,419477.34,309741.49,215976.96
228,138091.59,153601.43,125334.3,132116.72,160042.9,157700.14,189107.41,223285.48,230452.12,289151.99,392816.48,325704.67,231095.63,120417.15,108567.07,159120.16,136307.04,197697.18,240713.66,149109.4,162724.94,155087.27,129613.35,110418.98,126861.98,146053.96,164254.34,214712.32,178144.94,174787.41,184290.75,207341.41,260679.18,281736.09,290224.4,271343.01,359079.85,424085.47,414547.22,349915.57,440195.56,418994.61,389291.61,393642.47,333995.2,352348.15,358627.89,353581.75,287214.6,287116.8,269727.62,212845.88,202263.59,203898.1,211404.41,157720.79,115551.01,150179.78,154207.13,129739.93,141640.72,154864.11,182343.29,157124.99,190983.0,213833.8,215428.55,252164.73,305257.15,274182.53,297642.08,331045.62,299123.21,359661.77,351871.76,347816.72,309638.11,371438.2,414669.22,457736.86,516816.08,513957.87,419905.76,307902.76,215047.32
229,140071.28,142319.82,125819.89,136351.65,168267.85,159834.35,192180.27,225181.76,236551.68,287397.42,396645.28,347920.62,250482.35,120966.84,96970.59,172089.54,133367.29,210270.34,249299.76,147055.57,162618.48,155372.48,122839.7,108313.35,135658.58,146336.54,171024.59,216604.99,186387.97,167662.28,178817.53,213203.57,272524.98,278635.48,288619.67,279225.67,372996.35,428762.97,398641.59,352998.77,435269.24,404545.48,406932.17,401787.1,339953.78,358196.42,362759.33,352699.57,298556.8,275535.02,269718.34,206676.64,211293.11,208787.61,205002.07,154450.86,128694.54,157093.76,151188.84,129115.44,140780.73,162308.79,177385.02,154756.04,195682.52,203546.92,228526.04,267159.81,325608.6,283939.82,308096.96,323327.08,334450.98,358137.57,358570.21,348188.45,322092.56,394004.45,433387.16,487678.78,517105.91,501851.16,411560.1,298201.88,201866.37
230,145793.39,153736.11,123989.64,142814.82,172402.87,158217.37,188615.44,211471.11,241838.8,304531.65,405415.71,362871.47,257051.25,122944.92,97925.57,164459.11,126088.19,215985.11,250516.79,138848.87,163687.3,155781.93,124920.08,103786.89,141737.57,151713.73,172198.21,211445.06,180181.9,171511.65,182129.64,216772.93,270158.64,281357.51,292010.32,287060.27,372011.41,460269.74,405722.2,362152.13,448106.84,400845.38,421373.4,403791.73,340221.33,366248.4,364613.96,339727.02,307050.45,271875.41,265191.95,211468.18,217908.61,214891.99,202874.44,162158.49,135737.64,158987.22,151744.05,130095.33,144713.96,148710.01,185368.52,151148.67,203876.24,205082.21,228070.75,284305.43,340486.36,293748.06,308241.61,332712.62,345257.62,355149.9,366910.23,343867.96,330961.43,393850.97,431318.76,514224.0,532860.38,522266.91,374804.35,313594.57,205142.86
231,152104.86,153896.14,125897.47,152852.94,167800.28,156035.01,188115.11,207143.26,249435.43,325439.36,404841.76,387734.85,234390.83,95112.48,109566.87,168409.94,136735.66,217537.37,237111.88,134699.41,144284.9,158635.62,122374.47,100828.65,147736.96,150360.7,177825.58,226389.57,174885.26,186174.06,183525.33,224739.46,275992.34,282572.53,279618.07,300433.41,386787.74,467733.34,417065.91,366019.84,457413.59,407820.73,434294.29,392548.99,357786.13,373085.0,370928.7,351640.16,313796.9,293334.93,271856.1,206289.96,226548.85,218230.29,200192.95,154975.96,138390.75,161364.37,150570.62,137018.42,148869.8,147620.74,188402.32,160045.68,213062.22,206758.27,231041.54,292730.08,338210.05,291787.87,319861.15,334006.5,353683.95,356720.27,362623.26,333001.66,342236.7,395261.78,417267.17,532373.72,556142.29,530340.36,377116.15,303198.07,216634.19
232,164072.46,145652.36,131096.54,160183.8,161311.81,156942.8,195648.01,210178.58,259708.27,337240.56,412751.71,366489.7,213590.52,84997.43,142360.8,152488.33,148670.42,207268.09,228106.24,137406.23,150836.51,138130.45,121072.79,103335.01,154815.79,154311.64,185855.65,228193.97,173153.57,196720.03,183841.71,234159.55,278375.85,284513.91,283056.26,314323.37,387123.73,455137.19,435023.28,379643.24,466114.7,405914.73,440408.39,365009.56,366537.93,378272.19,377990.22,334684.18,320882.22,301470.93,282040.27,183830.58,224668.73,217167.65,195678.46,151413.4,148324.46,161380.23,151305.98,145199.27,146689.26,155690.16,185993.49,161592.42,223116.18,206873.95,237992.14,294803.53,339432.29,286049.29,333656.28,347499.69,353685.2,364725.67,365883.09,337158.97,354326.53,405202.29,456363.57,531828.34,556224.25,515912.96,403704.74,295273.31,228790.2
233,169927.49,144540.1,121999.87,160081.36,156617.75,161369.5,200670.23,221780.32,264765.98,322513.38,422474.31,331401.38,208500.57,75109.11,168032.97,155724.45,155506.63,217399.59,221172.44,142049.1,154748.65,127600.79,126676.82,109893.25,158822.09,162881.76,190552.06,228053.27,180583.73,206367.55,175482.17,239860.61,275852.27,294366.32,274922.18,318787.98,411510.25,454600.27,444144.85,390635.08,463930.02,422717.52,436288.82,324044.69,367971.09,377585.77,361607.55,333450.99,318334.06,310968.31,268658.89,183966.92,221713.53,218920.49,192416.21,152740.44,153254.91,163469.22,153306.77,146813.62,150872.93,167009.42,188224.06,153722.45,227659.38,203691.07,244598.72,304669.79,355331.92,303837.2,345615.27,359147.0,355544.78,360514.25,369679.89,341528.03,366220.3,411016.83,481350.79,533083.42,553452.79,532869.2,394685.77,278409.73,242489.98
234,176933.86,145780.36,123004.47,162622.36,152812.15,170314.14,207767.47,232730.61,272352.34,326673.9,461942.63,326220.85,217147.32,80338.77,182886.78,149579.73,164850.96,231607.65,235905.39,171735.95,159781.4,133178.51,134540.43,115327.11,163380.61,168430.12,187954.57,222877.65,193306.74,202977.29,187093.57,224465.42,282984.12,304886.28,280805.08,333611.73,443568.36,481332.56,455083.88,403245.98,484160.33,414080.7,436805.44,333478.32,364111.73,393171.4,362618.9,334151.27,325307.81,311755.03,257999.81,185559.96,221318.43,218448.36,195381.04,136037.59,154548.82,168465.22,155911.63,147358.86,153655.46,175942.62,185069.08,154730.65,229904.95,202477.09,250726.72,299814.43,367056.98,303545.32,355922.38,360394.44,358952.99,368036.62,370537.54,340390.89,379844.67,397370.85,509593.62,557535.06,579119.44,538029.49,384812.89,249062.75,244570.95
235,166513.49,141505.27,122884.34,170144.94,155022.9,177635.02,212108.04,243583.7,288559.86,339025.49,490075.92,323943.62,212376.76,122240.52,175024.14,144958.99,177201.88,237583.8,239891.61,174155.62,158718.94,137341.18,135282.11,115992.63,156607.15,167292.19,189921.35,219899.44,190938.84,198569.59,195516.4,240005.51,297607.57,308199.27,283957.85,342220.33,442888.61,480612.77,432080.72,420204.55,483255.57,420879.11,454192.94,344183.28,375774.49,388996.95,370932.35,315532.5,331960.85,306365.65,257901.05,192234.44,218590.45,227351.11,192817.21,131547.95,144362.48,168155.57,153307.18,158796.45,161997.82,182743.69,187191.14,156592.4,225010.02,221742.09,246740.87,307285.28,391372.44,298972.94,373248.87,332734.8,369197.07,372134.28,377696.51,351511.17,382429.04,410228.69,511999.96,519308.02,557894.18,543714.84,377567.93,252531.63,244797.88
