,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
175,83461.1,88476.36,95823.36,89812.45,84334.8,95871.58,85477.77,77150.77,99876.01,92262.17,104049.85,119967.2,133117.29,152572.77,173007.63,228796.79,159449.57,113079.61,74052.76,98656.29,84474.4,98734.99,121808.93,120660.6,94238.88,86513.7,77517.94,78486.75,71282.61,94162.81,103185.63,116684.76,131352.25,111309.1,109896.37,104249.83,118821.4,141401.76,150573.86,141367.78,163905.81,200251.2,204472.22,175923.95,167968.99,183804.37,162965.92,174850.31,141748.87,149998.47,150501.5,141558.96,122789.44,128799.85,121864.04,109284.44,90674.46,104239.01,110467.26,99562.28,76518.63,84105.14,96543.19,90489.84,94924.49,97741.62,110022.1,113999.14,101318.99,137378.39,136791.88,147444.52,174874.71,211314.62,168234.04,195052.39,172727.15,183550.3,178224.47,171970.13,157770.19,166356.86,172127.57,199198.45,199939.84,209143.93,202207.18,151339.58,113719.07,111064.18,110490.54
176,84332.43,92038.12,99892.85,87425.29,84985.78,98081.77,88804.93,79600.03,102984.01,93664.13,104199.38,123208.67,135781.29,160822.57,184070.44,237465.44,160471.89,100923.74,80722.98,98774.79,83689.32,101275.21,123803.14,107966.41,91606.42,94635.81,80908.12,79556.01,72756.72,96684.79,102685.18,124087.35,116712.98,109895.68,109819.33,106355.65,123366.16,145579.62,149778.45,137321.59,168193.28,208829.56,199914.04,171244.28,172638.62,178911.76,160029.38,174671.85,141698.34,154127.64,153499.01,146238.61,120325.26,131142.84,125913.29,110460.49,95747.96,106929.48,109992.28,101735.85,71301.55,84112.73,99063.05,90259.21,95851.34,99604.15,113258.76,107318.05,111668.24,141834.3,139112.62,145929.6,172028.24,206777.95,171587.7,196515.16,167544.94,183793.46,179451.39,174493.65,159493.95,172113.66,175632.53,201836.98,192602.1,208829.5,201140.92,138721.09,110178.19,114501.41,113507.99
177,85207.87,97123.46,103333.58,84757.13,88940.3,103187.7,89853.32,81393.56,105838.46,93535.82,104077.96,127529.83,134325.3,159817.59,188264.17,217580.55,143972.43,91775.37,72579.2,91328.36,85016.34,104343.52,130029.41,96762.72,100807.96,96224.75,82362.85,77878.78,77959.01,96810.21,105633.19,129266.44,115561.97,113109.37,113210.06,109594.38,128715.19,146164.6,148385.29,141679.86,172555.71,201162.47,198966.34,163804.92,179467.81,179793.84,158509.18,177192.87,139170.38,155349.86,156557.91,149784.14,120412.53,131851.44,129293.6,112267.42,98243.68,105912.54,110973.88,105723.89,73175.54,88153.66,97171.22,89310.17,94285.1,97545.86,117038.53,109558.38,120325.24,143332.39,139445.86,148428.63,172591.93,187352.01,177593.3,197705.17,165262.28,184769.01,178451.92,176888.94,159637.24,174061.78,182185.58,205257.08,195244.58,207391.71,193424.14,142687.12,109629.57,116977.3,114175.2
178,86080.14,100829.77,106217.48,80351.61,91811.71,101619.5,87216.31,85820.69,102380.05,96711.83,109777.75,131792.9,136785.49,163937.42,199971.76,171471.53,137005.29,93719.95,72920.86,94030.87,87684.45,113410.46,133938.84,91358.93,101726.4,95652.43,84735.03,75858.45,79856.83,93953.42,105919.5,133693.15,116095.45,112980.69,109006.88,111863.49,129658.72,144006.73,153338.61,145279.18,179337.67,213516.73,198424.51,162088.37,185039.14,181390.88,163543.87,184733.83,147462.66,155551.34,158351.19,151691.43,125952.22,129346.87,131783.08,113788.39,99018.3,102775.89,116296.99,100644.37,75831.12,90244.08,97494.51,90615.77,90720.9,97957.44,122193.02,112916.41,125428.01,142746.82,141643.82,156854.98,178263.33,169580.25,175427.82,195468.61,169856.32,185492.42,183073.36,177557.51,159883.02,178115.74,190378.14,203965.41,213206.36,219927.98,192929.45,148806.4,115665.29,118713.56,119102.35
179,84023.64,101879.37,103677.12,79336.14,91315.85,100116.08,82088.89,89204.19,103155.11,100287.48,115618.52,134580.49,140354.73,168242.53,201730.01,177849.72,131160.98,81862.05,71939.31,96425.19,88952.51,114226.76,132908.75,91228.74,100099.68,94652.68,82847.79,72848.81,81072.54,95854.39,108707.17,136499.48,119678.02,112493.09,109400.54,115359.74,130407.2,148818.84,159513.24,147961.62,187394.47,216308.45,201933.64,163080.96,188985.43,187081.25,167642.85,187114.58,153374.46,159190.72,157017.29,152036.95,127262.43,133235.8,133783.6,109921.88,105216.78,109251.74,119100.23,95966.6,72977.12,89958.08,101072.92,91180.06,92756.99,102091.6,121663.07,114737.75,127517.54,143357.02,141630.02,164350.08,181451.2,168586.13,179476.54,200589.7,176700.47,187610.17,188564.89,179490.61,159296.31,183785.75,192930.46,209075.59,221050.55,225661.55,188543.65,151127.7,115342.62,122282.65,122295.45
180,86089.49,101424.14,102687.83,84028.37,91871.73,100284.22,85843.83,90064.46,105326.98,103919.17,120589.34,137320.75,140670.53,169924.94,215428.59,181002.4,135255.26,81976.41,75081.94,101993.45,89799.2,120461.21,137318.68,93942.34,99691.02,95092.29,83864.01,74890.62,85957.37,99311.87,112290.15,141998.66,121102.75,112272.58,111405.58,118409.38,139666.88,154094.08,161391.44,152116.18,191431.07,212580.11,199514.94,166666.36,196369.05,185491.03,175534.83,182339.95,159000.73,164163.5,161249.56,155109.14,131982.53,133849.19,130072.55,110095.79,109304.96,113783.09,120702.59,97863.45,78268.12,97692.4,101269.41,89409.06,96554.14,105528.21,122422.68,111279.81,132345.43,145977.81,147689.33,166112.04,192129.99,174949.59,185363.44,197693.39,176517.5,199678.76,189506.57,182695.87,163119.88,184697.95,198821.67,210172.81,230963.38,226194.78,189912.87,151446.7,115762.4,127874.89,121564.17
181,86059.82,101208.81,99032.54,87176.99,93198.59,94631.53,86343.55,92619.6,109956.4,105304.6,122444.47,138555.9,143957.44,169436.0,217508.23,191242.73,144656.79,82435.12,68824.61,108939.03,88460.35,126891.06,141557.05,93095.66,99886.79,95469.5,80535.71,73931.78,90972.59,99685.8,116230.18,143258.14,125807.9,108820.3,108994.11,121387.46,145110.18,153051.26,160995.12,155966.47,197759.47,214840.14,193754.6,168197.99,195048.55,180780.96,182327.5,185784.8,161655.9,166755.69,163150.42,155221.16,136550.33,129921.35,130478.94,107910.9,113582.8,116328.96,118135.29,96537.89,85677.9,101631.86,99986.08,89337.04,96402.31,109999.22,120199.78,110335.76,135375.85,140799.52,155349.66,174477.18,202855.16,180371.4,191079.24,194494.38,193698.02,199494.49,192845.09,183289.25,168838.28,194157.06,206517.4,221686.38,231560.19,222468.85,187335.99,148008.68,110381.77,129602.72,123810.57
182,88745.4,101862.91,102487.23,86863.47,96517.87,100905.38,85572.84,96405.33,112399.69,104690.52,120884.92,132055.56,146834.27,177844.58,221736.05,198260.22,148055.35,83760.45,69563.6,105248.1,84823.79,129948.34,142399.91,89166.36,100660.07,95912.38,81837.49,71660.83,94499.43,102842.15,117090.52,140744.64,122633.63,111047.75,110850.55,123299.19,144380.68,154558.52,162822.29,159792.0,197665.73,227897.21,196882.72,172068.42,200074.5,179880.44,187963.86,186933.24,162138.26,170168.18,164222.92,151062.9,140076.62,128958.29,129133.36,110293.33,116809.84,119420.78,117523.77,100705.8,89792.53,102938.75,100588.84,90167.48,98878.58,102934.96,124958.24,108697.45,140342.67,142116.3,155563.0,183951.75,210808.23,185838.08,191641.93,199495.22,199282.98,198650.93,196888.8,181916.24,173042.63,194555.34,206219.93,231956.23,237705.28,230213.68,174436.81,154493.42,112119.19,128572.71,124167.13
183,95048.21,101902.51,102280.21,87300.93,100157.76,101267.54,86875.06,102151.43,110216.12,103782.97,120890.86,130191.38,150849.37,188045.66,221844.18,209716.73,137659.92,68657.25,76272.68,107532.93,90700.7,130960.93,136510.25,87295.88,91320.6,97558.56,80724.12,70246.5,97985.91,102313.98,120402.14,148927.86,119949.29,118874.55,111778.47,127241.43,147204.26,155398.37,157575.72,166130.02,204343.75,231278.5,201668.48,173911.89,203842.69,182794.38,193056.31,183140.37,169252.16,173129.38,166911.74,155691.59,142963.29,137431.2,132132.46,108527.03,120925.21,121276.3,116655.73,97443.55,91524.18,104496.96,100276.59,94300.26,101480.94,102713.65,127060.78,114192.12,145865.6,143522.03,157658.67,188802.3,210114.91,185282.63,197947.8,200622.63,203741.39,199842.31,195468.83,177792.22,178266.56,195588.66,201311.2,239138.06,246558.35,233594.12,175733.22,150783.38,117421.89,130183.86,122369.81
184,94147.7,104641.44,100559.96,90658.41,106849.35,97190.28,89990.24,106421.48,107028.2,104517.96,125036.0,131976.84,156192.0,193950.63,225697.11,200539.81,128139.13,63313.13,94784.97,99544.74,97273.91,126174.43,132637.96,88920.65,94799.58,87634.77,80254.43,71829.09,102065.49,104687.48,125038.65,150123.79,119209.57,124575.86,112174.59,131859.64,148531.29,156559.92,159430.9,172706.01,204819.84,226554.69,209028.67,179510.2,207406.25,182541.59,195678.43,173259.79,172992.63,175475.3,169875.27,150108.12,145985.92,140907.63,136510.17,99541.36,120469.46,121152.75,114947.6,95990.49,97231.21,104824.52,100977.35,99140.09,100605.65,107501.8,126234.28,115495.97,151877.82,144094.33,161939.75,190303.86,211213.19,182800.13,205338.77,207613.28,204204.81,203908.13,197321.74,180025.13,183830.36,200045.49,216897.54,239423.78,247098.04,229032.6,185877.37,148046.08,123012.95,128127.94,124282.87
185,95933.66,106410.81,103232.12,91868.14,110252.22,96874.26,85188.1,106593.58,104791.06,107126.84,127884.67,138015.37,158963.12,187281.62,230352.76,185142.35,126035.84,58092.25,109344.88,101456.44,101135.61,131404.99,129714.84,91528.78,96981.42,82642.18,83406.75,75638.62,104467.1,109602.44,127841.16,150284.35,123494.56,129815.98,108330.12,134763.91,147734.63,161220.7,156094.07,175024.44,215642.23,226701.76,212972.52,184101.35,207053.95,188971.52,194584.07,158343.2,173924.53,175612.47,164327.95,150091.3,145436.9,144900.39,131711.46,100003.06,119545.35,122297.78,113815.11,96985.36,100207.63,106241.37,102346.19,100335.05,103225.84,114073.63,127908.39,111439.57,154831.1,142862.03,166017.74,195941.26,219738.76,192395.02,211794.14,213714.12,205560.0,202511.64,199407.82,182348.93,189304.79,202860.0,227044.76,240370.65,246626.94,235573.22,183051.96,141752.92,129277.81,131671.54,127058.3
186,96570.95,106193.55,102032.26,93578.94,114278.82,97801.25,85991.19,108231.56,103024.01,112144.77,131812.32,143742.49,162983.12,189567.0,248158.72,183156.0,130434.35,61214.17,117860.66,98516.0,106336.2,138645.71,136806.15,106925.72,99715.64,85645.02,87747.95,78834.45,107172.98,112861.99,126622.54,147761.31,130683.9,128285.65,114261.45,127885.67,151140.33,166186.48,159052.92,182029.58,229771.41,237884.91,217628.31,189325.13,214780.95,186296.65,195176.95,162280.15,172824.73,181878.35,165098.88,150766.68,148433.13,145605.04,127972.06,101069.76,119744.18,122440.55,115560.64,88937.14,101201.38,109186.44,104039.06,100939.91,105078.14,119349.68,126687.81,112452.72,156517.42,142712.81,169840.23,193759.13,226158.72,192713.38,217424.06,214819.42,207653.11,206351.31,200215.67,182349.51,195523.2,197870.28,238451.03,249900.28,256389.41,237937.22,179909.13,130484.32,130506.63,129928.33,129513.45
187,100847.98,107825.04,100729.21,95397.5,108922.7,95811.6,86161.41,112618.1,104459.47,116301.21,134321.71,149418.46,171266.18,195748.63,260963.27,182471.08,128485.06,84531.46,113673.12,96362.04,113143.5,141839.77,138950.68,108408.97,99426.45,87953.05,88350.09,79414.88,103661.66,112443.24,127915.89,146402.99,129599.62,126229.9,118641.8,135335.74,157811.66,167964.35,160786.29,186227.1,229818.04,237970.24,209080.21,196240.85,214895.52,189146.79,201930.21,166699.99,177702.24,180701.06,168532.65,144574.36,151318.16,143972.01,128358.61,104275.05,118919.55,126821.03,114760.26,87021.14,95913.22,109344.21,102970.44,107608.97,109998.48,123473.71,128345.77,113939.49,154228.63,153820.73,168079.31,198114.9,238976.05,190839.93,226580.67,202018.81,212990.67,208652.54,203759.35,187548.96,197057.58,203510.0,239875.48,236222.74,249269.83,240482.16,177714.09,132246.08,130938.52,129106.19,130447.2
188,104862.05,112365.73,98017.87,96093.82,111390.63,99504.8,88862.96,116083.51,106005.86,116435.05,137915.92,152372.33,180489.38,208223.21,270804.43,183594.28,114635.66,92095.27,113759.34,95422.44,116006.14,144104.78,124287.86,105332.89,108707.19,91756.13,89516.16,81025.15,106412.52,111878.47,136006.97,130058.0,127898.5,126093.0,120994.26,140466.96,162441.03,167045.06,156142.7,191055.09,239613.07,232610.34,203452.18,201636.71,209118.08,185685.07,201672.46,166578.63,182526.0,184224.45,174032.54,141611.77,154008.3,148689.05,129678.04,110057.29,121943.18,126227.69,117213.98,81048.66,95877.39,112156.58,102665.0,108618.21,112056.87,127069.55,120788.98,125537.23,159194.26,156393.12,166308.5,194849.83,233806.33,194601.88,228224.45,195900.68,213218.3,210029.05,206681.95,189528.98,203808.44,207587.5,242975.78,227490.54,248825.16,239145.71,162841.2,128074.83,134925.44,132572.08,131350.73
189,110609.92,116198.08,94992.82,100523.99,117145.49,100644.55,90831.95,119262.26,105820.62,116266.32,142717.65,150703.35,179326.07,212926.42,248086.46,164675.58,104206.6,82766.15,105135.96,96890.54,119472.56,151293.54,111346.47,115859.19,110483.08,93363.89,87592.98,86785.15,106525.64,115070.48,141660.08,128744.1,131581.15,129936.6,124634.44,146512.31,163061.29,165459.49,161054.1,195967.29,230769.22,231451.94,194548.56,209552.86,210090.26,183867.41,204530.98,163546.39,183906.81,187820.29,178181.32,141652.1,154778.9,152614.7,131737.35,112875.72,120739.35,127305.75,121756.33,83135.12,100437.69,109975.02,101543.15,106803.1,109705.15,131273.72,123272.66,135229.92,160839.72,156731.22,169111.68,195447.42,211804.43,201370.17,229551.26,193173.84,214295.47,208800.34,209451.95,189631.11,206048.48,215265.53,247015.93,230546.19,247042.59,229904.96,167433.77,127382.2,137778.44,133292.95,129186.84
190,114785.8,119403.44,90022.78,103728.89,115323.75,97657.7,95738.29,115328.33,109372.48,122598.92,147453.4,153427.51,183912.59,226125.74,195476.22,156662.64,106371.73,83111.45,108196.28,99885.83,129804.0,155785.02,105082.14,116865.55,109778.09,96010.62,85285.1,88866.09,103357.94,115362.99,146488.0,129306.81,131375.86,125065.95,127171.27,147542.67,160622.15,170949.76,165101.84,203625.95,244891.51,230765.96,192442.81,215998.65,211897.53,189651.58,213182.14,173225.08,184079.3,189897.15,180380.62,148103.48,151778.76,155487.83,133460.57,113716.76,117120.52,133362.28,115859.55,86108.11,102774.65,110300.58,102984.26,102726.4,110131.23,137018.42,127012.93,140926.85,160147.18,159164.68,178665.94,201828.13,191676.54,198873.89,226900.14,198483.57,215080.12,214147.0,210177.28,189855.1,210780.19,224878.11,245386.08,251686.06,261902.02,229248.78,174550.33,134336.39,139759.61,138984.72,133906.9
191,115936.82,116512.15,88851.31,103129.71,113576.31,91884.72,99479.34,116163.6,113375.0,129087.39,150537.73,157394.85,188706.17,228073.84,202701.54,149935.92,92878.54,81949.87,110900.97,101285.93,130691.48,154531.54,104883.48,114948.93,108583.31,93832.71,81866.73,90187.71,105424.21,118379.52,149540.03,133264.68,130753.7,125469.66,131102.03,148350.99,165956.42,177800.46,168106.98,212730.47,248045.17,234790.5,193553.33,220546.39,218484.96,194349.49,215877.69,180105.33,188319.07,188224.51,180722.8,149581.53,156279.78,157783.32,128867.54,120783.33,124453.61,136528.18,110427.89,82827.82,102405.25,114307.68,103582.91,104990.68,114741.22,136389.23,129024.3,143237.81,160796.21,159113.01,187157.51,205396.28,190513.48,203421.63,232788.87,206420.37,217481.16,220509.79,212398.93,189091.04,217422.57,227827.44,251456.9,260879.63,268658.64,223970.76,177211.5,133907.14,143897.03,142651.69,136841.33
192,115373.5,115362.7,94067.81,103716.42,113723.41,96050.2,100404.83,118569.48,117437.61,134601.63,153566.87,157712.06,190555.89,243517.54,206247.63,154566.63,92965.0,85481.33,117251.67,102203.92,137773.97,159599.22,107950.04,114429.11,109037.34,94940.63,84122.28,95587.7,109200.5,122260.62,155540.33,134817.98,130439.6,127718.46,134522.16,158837.14,171804.51,179860.25,172781.39,217268.09,243720.34,231920.54,197736.37,229100.72,216567.31,203439.33,210316.45,186645.07,194131.12,193219.19,184301.56,155061.83,156935.4,153341.4,129008.25,125423.49,129567.67,138314.6,112557.49,88784.93,111161.42,114488.04,101527.79,109244.87,118564.3,137203.88,125098.89,148621.6,163698.17,165880.56,189117.62,217439.93,197661.8,210049.48,229371.0,206145.65,231412.03,221548.94,216121.67,193557.11,218432.5,234714.66,252697.01,272508.66,269220.45,225525.32,177522.11,134337.05,150409.54,141738.89,139109.75
193,115083.57,111219.78,97555.54,105173.21,107272.44,96573.67,103219.03,123740.27,118961.46,136637.68,154912.59,161359.6,189970.85,245826.39,217867.38,165259.28,93441.68,78315.55,125181.53,100635.39,145076.99,164465.59,106926.48,114603.3,109419.87,91132.17,83008.09,101131.02,109586.07,126529.8,156896.3,140022.09,126372.87,124905.33,137860.05,164980.91,170608.6,179385.4,177109.32,224405.31,246261.05,225168.18,199482.4,227500.21,211008.91,211253.28,214235.36,189696.74,197126.92,195419.38,184363.18,160361.61,152268.7,153753.71,126386.42,130279.85,132419.9,135324.23,110981.91,97142.74,115596.91,112996.22,101401.98,109031.22,123548.13,134676.77,123999.67,151986.19,157855.75,174444.67,198593.27,229533.35,203744.94,216482.16,225603.34,226143.02,231142.21,225389.26,216754.62,200269.41,229547.18,243729.52,266456.93,273145.39,264714.35,222394.98,173430.34,128038.62,152375.72,144297.05,139744.32
194,115782.18,115060.68,97169.37,108877.16,114338.44,95676.75,107403.49,126450.15,118226.92,134863.79,147611.42,164546.89,199359.9,250562.36,225814.06,169093.08,94900.41,79110.86,120890.87,96455.07,148523.09,165386.76,102364.88,115439.93,109877.73,92562.61,80422.15,105018.71,113029.67,127446.32,154120.59,136457.5,128901.09,126982.5,139986.36,164106.92,172255.04,181387.76,181408.21,224255.17,261174.95,228744.55,204000.84,233300.62,209897.52,217725.93,215506.0,190198.76,201091.22,196627.09,179354.93,164436.91,151077.45,152102.47,129112.82,133929.79,135892.58,134574.67,115719.83,101762.75,117037.73,113635.86,102300.37,111789.08,115578.43,139970.56,122121.01,157523.53,159294.98,174646.52,209329.34,238488.55,209877.64,217076.64,231345.73,232600.98,230108.87,230052.65,215062.86,205184.28,229949.44,243311.14,278718.5,280325.14,273854.87,207015.68,180963.11,129996.25,151100.25,144652.74,142066.68
195,115782.51,114790.92,97623.3,112941.48,114705.86,97097.21,113770.18,123955.7,117161.55,134836.58,145493.17,169008.88,210756.33,250643.14,238814.19,157176.22,77753.62,86691.44,123463.34,103089.81,149632.05,158491.18,100168.24,104683.89,111713.51,91262.25,78798.59,108860.59,112424.04,131030.45,163056.9,133438.9,137925.06,127995.84,144416.78,167270.77,173157.61,175510.99,188557.88,231786.35,264999.59,234245.56,206115.63,237633.42,213236.31,223567.19,211081.26,198477.43,204521.23,199769.05,184777.36,167760.26,160936.68,155567.44,126983.91,138596.72,137957.91,133531.97,111921.78,103681.51,118763.82,113242.14,106943.72,114688.62,115292.51,142288.91,128254.43,163683.73,160833.69,176961.22,214802.41,237662.24,209209.41,224175.25,232596.1,237742.85,231432.53,228332.66,210120.59,211306.21,231102.11,237453.85,287267.28,290696.05,277802.75,208482.89,176556.16,136085.17,152928.13,142500.31,143641.77
196,118848.88,112823.68,101341.39,120444.57,110046.73,100542.88,118491.75,120332.98,117950.37,139425.03,147453.17,174957.09,217336.75,254954.24,228319.99,146261.49,71662.76,107676.6,114244.77,110512.96,144116.99,153939.68,101981.55,108620.4,100305.86,90690.12,80536.21,113360.25,115006.34,136055.75,164342.92,132583.98,144480.46,128400.29,149613.01,168733.81,174418.49,177544.0,195976.07,232282.7,259538.45,242734.9,212678.52,241726.77,212881.27,226547.07,199643.05,202798.97,207223.69,203238.68,178082.68,171242.06,164943.56,160653.58,116413.4,138024.89,137772.18,131528.6,110202.77,110101.42,119091.31,113992.35,112386.91,113658.48,120627.94,141327.56,129680.73,170391.61,161438.43,181728.03,216465.03,238862.33,206365.94,232501.27,240642.31,238222.99,236084.0,230435.4,212690.47,217829.06,236298.55,255766.29,287532.01,291265.35,272307.22,220442.62,173289.57,142505.84,150449.57,144667.97,143399.29
197,120813.53,115783.67,102658.36,124239.41,109646.71,95144.89,118650.63,117780.24,120853.09,142567.2,154163.46,178024.3,209828.31,260171.38,210747.02,143814.38,65715.57,124165.61,116387.47,114854.08,150041.87,150491.31,104921.42,111069.8,94545.6,94209.52,84768.94,115995.68,120379.58,139085.1,164495.57,137316.49,150498.87,123952.71,152863.75,167784.67,179576.87,173795.96,198562.56,244510.5,259657.45,247256.08,218046.58,241256.53,220317.63,225224.62,182406.8,203827.86,207317.91,196528.6,177992.27,170534.69,169553.3,154942.95,116891.5,136917.03,139028.83,130184.63,111293.85,113428.15,120655.99,115496.39,113697.94,116576.46,127962.71,143165.47,125089.99,173667.05,160021.84,186266.13,222830.9,248460.47,217154.86,239766.69,247655.62,239743.21,234411.77,232809.97,215367.04,224244.14,239554.25,267661.96,288590.62,290643.44,280009.59,217022.59,165863.74,149704.46,154544.5,147838.37,140952.17
198,120522.98,114401.55,104534.8,128735.89,110653.4,96007.16,120440.9,115756.71,126471.82,146911.34,160524.61,182489.37,212352.02,280238.08,208440.77,148784.75,69202.98,133788.26,112965.65,120713.69,158259.64,158658.42,122512.71,114150.67,97930.74,99069.87,88312.61,118968.33,123934.0,137739.88,161711.29,145276.68,148668.94,130688.18,145020.3,171607.42,185074.09,177057.01,206464.53,260485.12,272414.66,252602.7,224162.17,250198.15,217140.04,225855.08,186887.98,202476.29,214645.2,197374.78,178722.67,173983.39,170315.44,150480.59,118076.39,137095.42,139146.24,132132.01,102012.39,114510.33,123955.24,117365.63,114340.23,118626.71,133842.39,141763.93,126189.58,175521.11,159818.6,190516.8,220304.61,255676.65,217473.42,246096.62,248879.88,242123.63,238799.59,233692.1,215299.96,231538.48,233595.77,281038.77,299951.11,302079.12,282746.96,213227.68,152621.59,151071.07,152435.37,150635.21,142430.07
199,122330.18,112904.39,106531.14,122664.34,108361.35,96162.97,125288.73,117331.16,131117.71,149674.25,166827.38,191726.11,219239.27,294654.83,207615.94,146515.22,95500.35,128992.21,110447.07,128394.71,161857.29,161087.97,124162.12,113770.96,100520.39,99708.78,88926.49,115040.41,123449.44,139127.09,160202.0,144039.76,146231.21,135648.08,153422.96,179136.28,187020.81,178953.62,211181.1,260494.68,272463.12,242625.81,232278.76,250272.12,220401.36,233612.62,191923.96,208126.08,213188.87,201403.06,171315.27,177300.74,168344.1,150869.93,121757.94,136102.57,144078.19,131169.07,99765.96,108486.37,124090.27,116120.33,121849.27,124138.89,138429.08,143583.14,127820.31,172917.98,172218.81,188504.77,225211.21,270123.07,215319.05,256416.72,233996.86,248285.82,241406.58,237766.58,221369.34,233285.5,240184.32,282650.61,283459.93,293626.1,285698.74,210557.14,154619.5,151515.21,151407.51,151662.35,145699.64
200,127436.31,109829.97,107274.18,125403.59,112494.88,99143.04,129110.95,119029.83,131228.67,153645.22,170090.38,202013.54,233172.6,305724.16,208848.29,130681.12,103999.65,129046.23,109321.11,131598.42,164394.19,144038.94,120591.41,124337.14,104816.76,100983.81,90693.01,118061.73,122804.81,147906.79,142296.09,142117.84,146016.72,138288.69,159195.36,184346.1,185964.65,173753.86,216611.65,271552.37,266278.2,236039.2,238594.66,243485.8,216309.2,233259.14,191731.97,213711.41,217277.35,207898.21,167736.61,180388.84,173796.01,152355.34,128445.09,139513.12,143359.82,133924.52,92873.13,108403.95,127237.04,115735.98,122949.22,126420.64,142422.7,135095.98,140789.86,178447.47,175062.31,186482.15,221455.26,264238.67,219522.3,258234.38,226855.99,248491.17,242943.45,241115.62,223638.28,241206.08,244927.93,286236.48,272906.24,293036.09,284039.87,192872.6,149683.27,156071.61,155406.9,152654.19,149315.37
201,131737.82,106405.41,112184.21,131841.63,113741.48,101305.26,132613.61,118784.4,130998.84,158960.44,168193.52,200675.88,238402.53,280038.84,187286.39,118750.79,93429.8,119222.85,110952.98,135486.01,172546.16,128991.21,132588.65,126319.18,106604.94,98775.02,97101.98,118156.51,126283.34,154034.45,140836.03,146177.45,150410.38,142399.84,166002.14,185006.06,184167.15,179185.73,222136.72,261487.87,264903.33,225654.99,247890.42,244558.31,214133.0,236509.5,188190.85,215265.17,221450.18,212777.78,167714.99,181228.4,178321.48,154709.23,131672.27,138087.67,144539.53,139064.55,95213.21,113516.88,124719.33,114431.98,120852.98,123727.98,147097.09,137837.82,151620.25,180254.9,175404.93,189587.92,222089.51,239334.67,227115.61,259693.21,223643.24,249686.47,241467.32,244285.98,223691.56,243787.35,253917.51,290928.61,276493.46,290871.06,272995.78,198240.31,148812.94,159315.43,156188.39,150082.29,154321.04
202,135327.51,100804.44,115725.91,129752.87,110326.17,106741.82,128208.06,122732.74,138092.23,164201.21,171199.12,205772.02,253143.26,220619.18,178130.31,121170.95,93778.99,122648.96,114332.34,147155.64,177620.66,121682.06,133691.22,125465.36,109578.22,96133.75,99393.99,114613.05,126579.82,159264.26,141428.83,145918.01,144718.6,145249.61,167126.48,182195.57,190244.59,183656.01,230773.62,277444.92,264069.42,223156.39,255444.88,246602.59,220808.03,246456.25,199272.25,215404.65,223831.44,215328.63,175280.51,177654.06,181616.21,156667.83,132592.83,133901.77,151369.86,132284.8,98566.96,116115.97,125045.01,116015.79,116199.35,124168.25,153496.28,141983.74,157969.29,179442.3,178092.04,200260.37,229294.12,216552.36,224260.36,256652.25,229733.19,250540.85,247593.95,245071.53,223888.7,249315.41,265186.26,288943.1,301763.14,308296.96,272145.63,206593.3,156871.74,161550.54,162792.07,155505.93,157481.0
203,132008.64,99457.5,115023.77,127748.43,103766.24,110878.05,129104.59,127185.6,145359.31,167602.4,175591.13,211099.03,255287.9,228731.87,170438.92,105762.48,92429.04,125671.05,115885.45,148118.27,176145.13,121396.68,131450.94,124052.53,107046.91,92242.63,100836.42,116873.49,129864.71,162562.93,145734.43,145195.82,145130.31,149690.22,167999.21,188201.53,197834.83,186966.05,241047.49,280974.43,268625.22,224387.18,260753.32,254208.31,226217.07,249517.01,207132.66,220302.47,221793.8,215662.62,176960.09,182858.51,184235.53,151214.65,140768.02,142234.6,154918.32,126038.6,94766.15,115657.41,129543.11,116650.54,118717.91,129324.25,152755.28,144196.63,160522.5,180132.91,177998.73,209740.05,233302.63,215197.26,229347.59,263270.22,238861.65,253277.69,254893.9,247601.36,222921.16,257101.67,268596.49,296024.07,312706.36,316182.99,265810.65,209672.62,156310.03,166276.78,167022.74,158854.88,160887.01
204,130661.8,105256.62,115642.64,127873.31,108425.25,111874.36,131744.72,131702.78,151525.82,170939.95,175909.38,213130.68,272534.81,232690.09,175654.31,105813.25,96367.61,132820.9,116884.36,156098.11,181871.62,124885.84,130806.01,124521.0,108261.17,94741.45,106835.01,121027.34,134096.17,169065.04,147409.17,144814.37,147672.81,153544.35,179827.12,194786.61,200092.35,192130.16,246143.32,276031.01,265291.08,229175.96,270793.1,251915.94,236732.37,243032.78,214597.06,227034.79,227607.9,219853.94,183368.15,183560.16,178986.74,151312.88,146110.52,148027.03,156898.83,128418.69,101525.94,125501.11,129702.29,114295.99,123483.0,133590.15,153629.51,139774.47,166516.19,183345.1,185530.53,211897.92,246933.8,223227.07,236776.81,259361.26,238485.73,269436.25,256037.26,251877.15,228114.49,258223.51,276644.18,297414.4,326561.84,316774.96,267580.69,209967.75,156748.09,173742.55,165888.82,161427.05,162487.88
